true_genre,raw_output,pred_genre
Rock,"The new lyrics seem to be a mix of various themes and locations. After analyzing the content, I would classify them as:

**Punk/Rock Lyrics with Anti-Consumerism and Social Commentary**

The lyrics appear to describe a life lived on the fringes, outside mainstream society. The speaker seems to be documenting their experiences in different locations, often associated with underground or alternative culture scenes (e.g., food pantries, video stores, garages). The tone is often sarcastic and critical, targeting consumerism and societal norms.

The lyrics also touch on themes of social justice, such as racism and police brutality. The speaker seems to be advocating for the rights of marginalized groups, particularly young people who are ""under 14"" and speaking truth to power.

Some specific features that suggest this classification include:

* The use of phrases like ""I'll still be here"" and ""You got what I need,"" which have a sense of defiance and resilience.
* The mention of specific locations and institutions (e.g., the Mellow House, ABC NO RIO, People's Park) that are associated with alternative culture scenes.
* The critique of consumerism and societal norms, as well as the targeting of institutions like A&M Records.

Overall, these lyrics seem to be part of a punk or rock genre known for its anti-establishment views and social commentary.",Rock
Rock,"Based on the lyrics provided, I would classify them as Rock. The lyrics seem to be a commentary on the fleeting nature of life and the fragility of human connection, which is a common theme in rock music. The use of vivid imagery and poignant language also suggests a more introspective and emotive style, which is often associated with rock music.

More specifically, I would say that these lyrics are likely from an 80s or 90s alternative rock band, given the themes of existentialism and social commentary that are common in this subgenre. Some possible artists who come to mind include The Cure, Radiohead, or Foo Fighters.",Rock
Rock,"Based on the style, tone, and lyrics, I would classify this new lyric as:

**Rock**

The lyrics appear to be written in a playful, satirical style, with a nod to classic children's songs like ""Three Little Piggies."" The language is simple and accessible, but also slightly tongue-in-cheek and irreverent. This suggests that the song may be part of a rock or punk-rock genre, possibly as part of a humorous or absurdist theme.",Rock
Metal,"Based on the lyrics you provided, I would classify this new lyric as:

**Dark/Heavy Metal**

The themes of paranoia, betrayal, and isolation in the lyrics suggest a heavy metal style. The language is also quite aggressive and confrontational, which is common in the genre.

Additionally, the lyrical themes and imagery seem to be reminiscent of bands like Nine Inch Nails, Marilyn Manson, or Tool, which are known for their dark and introspective heavy metal soundscapes.",Metal
Rock,"Based on the lyrics provided, I would classify them as:

Label: Punk/Industrial

Reasoning:

* The use of phrases like ""Party twice as awkward"" and ""I'd rather die instead"" suggests a sense of intensity and emotional turmoil, which is common in punk and industrial music.
* The lyrics also contain themes of pain, suffering, and self-destruction, which are typical of the genre.
* The language and imagery used are often graphic and explicit, which is consistent with the style of punk and industrial music.
* The screamed vocals at the end of the lyrics suggest a high level of emotional release and intensity, which is also characteristic of these genres.

Some possible sub-genre classification could be:

* Noise Rock
* Industrial Punk
* Post-Punk

However, without more context or information about the artist, it's difficult to make a definitive classification.",Rock
Rock,"After analyzing the lyrics, I would classify them as:

**Musical Theater/Classic**

Specifically, they appear to be from a song in the style of Rodgers and Hammerstein or another classic musical theater composer. The lyrics have a nostalgic and storytelling tone, with vivid descriptions of train travel and characters. The language is formal and poetic, suggesting a period piece.",UNKNOWN
Rock,"Based on the lyrics, I would classify them as:

**Dark Alternative Rock/Indie Rock**

The themes of isolation, loneliness, and self-doubt are reminiscent of bands like Radiohead, Muse, or The National. The lyrical tone is also quite introspective and melancholic, which suggests a darker, more experimental sound. Additionally, the use of metaphors (e.g., ""lost at sea"") and poetic language (""electric twilight fading"", ""deep inside a dream"") adds to the overall atmospheric and introspective feel of the lyrics.

Some specific comparisons could be made to bands like Arctic Monkeys or The 1975, who also explore themes of alienation and social disconnection in their music.",Rock
Rock,"After analyzing the new lyric, I would classify it as Pop. The language, tone, and themes used in the lyrics are consistent with the style of pop music, particularly in terms of its focus on personal relationships, emotions, and social interactions. The structure and rhythm of the lyrics also suggest a pop-influenced melody.

In particular, the use of conversational language, simple rhyme schemes, and relatable themes (e.g., ""careless talk,"" ""jealous talk"") are all characteristic of pop music. Additionally, the tone of the lyrics is introspective and emotional, which is also typical of many pop songs.",Pop
Rock,"The new lyric can be classified under the genre of **Emo/Alternative Rock**, possibly with influences from Pop-Punk or Grunge. The lyrics' themes of heartbreak, betrayal, and resilience are common in Emo and Alternative Rock music. The song's style, structure, and emotional intensity suggest a fit within these genres.

Specifically, the song appears to be an introspective, angst-ridden ballad with a strong focus on personal growth and empowerment following a toxic relationship. The lyrics' tone and language evoke the distinctive style of bands like My Chemical Romance, Fall Out Boy, or Paramore.",Pop
Pop,"Based on the lyrics provided, I would classify them as Christian Rock/ Gospel.

The themes of faith, prayer, and reliance on a higher power are common in Christian music. The language and tone also suggest a more inspirational and uplifting style, which is consistent with many Christian rock and gospel genres.

Some specific characteristics that lead me to this classification include:

* The emphasis on prayer and connecting with God
* The theme of seeking help and guidance from a higher power
* The use of biblical references (e.g. ""God loved the world... that he gave his only son"")
* The overall tone, which is inspiring, uplifting, and encouraging

If you'd like to classify these lyrics further, some potential sub-genres could include:

* Christian Rock: A fusion of rock music with Christian themes and messages.
* Gospel Rock: A style of gospel music that incorporates elements of rock and roll.
* Inspirational Music: A genre that emphasizes uplifting and inspirational messages.

However, based on the content alone, I would stick with the initial classification of Christian Rock/Gospel.",Rock
Rock,"After analyzing the lyrics, I would classify them as:

**Pop/Romantic**

The language and tone of the lyrics suggest a romantic and intimate relationship between two people. The lyrics are sweet, sentimental, and focus on the emotions and desires of the speaker, which is typical of pop music. The themes of longing, desire, and vulnerability also align with the characteristics of pop music.

Additionally, the lyrical style and structure seem to be reminiscent of contemporary pop music, possibly from the 2010s or 2020s.

So, if I had to choose a label, I would say:

**Pop/Romantic Ballad**

Would you like me to suggest any specific artist or band that might have written these lyrics?",Pop
Rock,"Based on the lyrics provided, I would classify them as:

**French Rap/Hip-Hop**

The lyrics appear to be written in a style that is characteristic of French rap/hip-hop music, with themes of social struggle, urban life, and personal experience. The use of French language, references to specific locations (e.g. Grenoble, Villeneuve), and lyrical structures also suggest a strong connection to the French hip-hop scene.

Additionally, the lyrics contain elements of protest and anti-violence, which are common themes in many French rap artists' work. The repetition of ""Plus jamais!"" (meaning ""Never again!"") at the end of the song suggests a sense of urgency and outrage, which is also characteristic of much French rap music.",Hip-Hop
Pop,"Based on the lyrics, I would classify this song as:

**Rock**

The themes and imagery presented in these lyrics, such as a tragic event (the death of a young girl), a family's grief, and a sense of loss, are common in rock music. The style of the language and the emotional intensity of the delivery also suggest that this is a rock song.

Additionally, the fact that the lyrics mention ""everybody knew"" Captain Dan as a hero who couldn't save his daughter, suggests that the song may be about a well-known tragedy or event (the Conestoga Rocket fire in 1947), which further supports the classification as a rock song.",Rock
Rock,"Based on the lyrics provided, I would classify the genre as:

**Indie Rock/Alternative Rock**

The lyrics seem to have a conversational tone and a focus on storytelling, which is reminiscent of indie rock bands like Arctic Monkeys (who are also known for their song ""Mardy Bum""). The themes of relationships, argumentation, and introspection are also typical of the genre.

So, the updated classification would be:

**Indie Rock/Alternative Rock**",Indie
Rock,"After analyzing the lyrics, I would classify them as:

**Pop**

The lyrics have a catchy and upbeat tone, with a focus on romance, intimacy, and desire. The language is simple and repetitive, which is characteristic of many pop songs. The themes of attraction, love, and seduction are also typical of the pop genre.

Additionally, the lyrical style and structure seem to be inspired by classic 80s pop, with nods to artists like Prince and Michael Jackson. The use of phrases like ""I wanna getcha high"" and ""You make me feel good"" is reminiscent of Prince's falsetto-heavy R&B and rock-influenced sound.

Overall, the lyrics have a fun, energetic vibe that fits well within the pop genre.",Pop
Rock,"Based on the lyrics provided, I would classify them as Alternative Rock. They seem to have a introspective and emotional tone, with themes of loss, isolation, and self-discovery, which are common in alternative rock music. The language and imagery used also suggest a more mature and introspective sound, which is often characteristic of this genre.

Some specific elements that support this classification include:

* The use of metaphorical language, such as ""Use to run a mile but not gain an inch"" and ""Silence weighs a thousand tons"", which are common in alternative rock lyrics.
* The focus on emotional themes, such as loss, isolation, and self-discovery, which are typical of the genre.
* The introspective tone and the use of phrases like ""I'm just losing touch"", which suggest a sense of disconnection and uncertainty.

Overall, while it's difficult to pinpoint an exact label without more context or information about the song or artist, Alternative Rock seems like a strong fit based on the lyrics provided.",Rock
Rock,"I'm going to classify this new lyric as:

**Rock**

Reasoning:
* The language and imagery used are quite poetic and abstract, which is common in rock music.
* The tone of the lyrics seems to be critical and satirical, addressing social issues like fascism and inequality, which is also typical of rock music.
* The style of the lyrics, with phrases like ""walkie-talkie, Heaven or Earth"" and ""Throw a rock against the road and it breaks into pieces"", has a strong rhythmic and lyrical flow that suggests a rock song.

Please let me know if I'm correct!",Rock
Jazz,"Based on the provided lyrics, I would classify this new lyric as:

Rock

Specifically, it appears to be a classic-style rock song with a nostalgic and country-influenced vibe. The storytelling style, simple language, and repetitive structure are all reminiscent of early rock 'n' roll and Americana artists like Hank Williams Sr., Johnny Cash, or Elvis Presley.",Country
Country,"After analyzing the lyrics, I would classify them as:

**Pop/Rock**

The lyrics have a conversational tone and focus on personal relationships, emotions, and heartbreak. The language is simple yet relatable, with a catchy melody in mind. The structure and rhythm suggest a pop-rock song, possibly with a slow to mid-tempo pace.

Some specific features that support this classification include:

* The use of conversational language and everyday phrases
* A focus on personal relationships and emotions
* A simple, repetitive structure with a clear verse-chorus format
* Lyrics that are introspective and self-aware, with a sense of longing and regret

Overall, the lyrics have a timeless quality to them, suggesting a song that could be released in a variety of eras.",Pop
Rock,"Based on the provided lyrics, I would classify them as:

**Spy/Thriller/Rock**

The lyrics seem to be from a song that tells the story of a spy's mission, with references to codes, secret messages, and clandestine activities. The tone is urgent and suspenseful, suggesting a high-stakes adventure. The language and imagery used are also reminiscent of classic spy thrillers, such as James Bond or Austin Powers.",UNKNOWN
Rock,"Based on the lyrics provided, I would classify them as Pop-Rock. The themes of nostalgia, storytelling, and introspection are common in pop-rock music. Additionally, the lyrical style and structure suggest a more contemporary and radio-friendly sound, which is also characteristic of pop-rock.

More specifically, the lyrics seem to be reminiscent of artists like Hozier or Vance Joy, who are known for their soulful, acoustic-driven pop-rock sound. The song's focus on storytelling, vulnerability, and emotional connection with the listener is also consistent with this genre classification.",Pop
Rock,"Based on the provided lyrics, I would classify them as:

**Rock/Metal**

The language and tone used in these lyrics are reminiscent of heavy metal or hard rock music. The explicit content, aggressive imagery, and dark themes are all characteristic of the metal genre. The style and tone also seem to be influenced by bands like Marilyn Manson, Nine Inch Nails, or Rob Zombie.

Some specific features that led me to this classification include:

* The use of strong language and graphic imagery
* The emphasis on sex, death, and rebellion
* The dark and aggressive tone
* The presence of references to consumerism, superficiality, and the darker side of human nature

Overall, these lyrics seem to be a product of the heavy metal or industrial rock genre.",Metal
Rock,"Based on the lyrics, I would classify this song as:

**Alternative Rock/Indie Rock**

The themes of nostalgia, heartbreak, and longing for a past relationship are common in alternative rock music. The lyrics also have a introspective and poetic tone, which is often characteristic of indie rock. The references to specific details, such as the dreamcatcher and the beach bar, suggest a more personal and storytelling-oriented style, which is also typical of alternative rock.

Some possible comparisons could be made with artists like:

* Taylor Swift (specifically her earlier work)
* Halsey
* Lorde
* Billie Eilish

However, without more context or information about the song's style, sound, or influences, this classification is subjective.",Indie
Rock,"Based on the lyrics provided, I would classify this song as Indie Rock or Alternative Rock. The themes of social commentary, class struggle, and identity exploration are common in many indie rock songs, and the lyrical style and tone suggest a more experimental and nuanced approach to storytelling.

The use of metaphors (e.g., ""draw well from the funds in the trust""), complex sentence structures, and poetic language also suggest an indie rock or art rock influence. The overall vibe of the lyrics is introspective, critical, and slightly provocative, which is consistent with many bands in the indie rock genre.

Some possible sub-genre classifications could be:

* Art Rock: due to the complex lyrical themes and poetic language
* Indie Pop: due to the catchy, anthemic quality of the chorus
* Alternative Rock: due to the experimental approach to songwriting and the overall tone of introspection and social commentary.",Indie
Pop,"Based on the provided lyrics, I would classify them as Pop. The lyrics seem to have a catchy and upbeat tone, with a focus on themes of love, heartbreak, and relationships that are common in pop music.

Some specific features that suggest this classification include:

* The use of simple, repetitive phrases and rhythms, which is typical of pop music
* The focus on emotional expression and personal feelings, which is a common theme in pop lyrics
* The use of metaphorical language (e.g. ""you are the heart of me"") and vivid imagery (e.g. ""birds cry, my sky falls""), which is often used to convey emotions and ideas in pop music
* The overall structure and flow of the lyrics, which seems to follow a straightforward narrative arc and uses rhyme and meter to create a sense of musicality.

Of course, it's worth noting that many other genres (such as rock or R&B) can also use similar lyrical themes and structures, but based on these characteristics alone, I would classify these lyrics as Pop.",Other
Country,"Based on the lyrics provided, it's challenging to pinpoint an exact genre without more context or information about the song's style, tone, and themes. However, based on the lyrical content, mood, and some distinctive elements:

- The lyrics seem to touch on themes of love, loss, regret, and longing.
- There are metaphors and imagery related to impermanence (""a lesson too late for the learning made of sand""), emotional turmoil (""my soul is turning in your hand""), and feelings of isolation or disconnection (""walk alone"").
- Some elements resemble those found in the 80s post-punk and new wave genres, with references to ""the last thing on my mind"" and a somewhat melancholic, introspective tone.

Given these observations, if I had to categorize this song into a broad genre, it might fit into **Alternative Rock** or possibly **Indie Rock**, as both of these genres often incorporate themes of emotional depth, introspection, and the exploration of complex human emotions. However, without more specific information about the music's style or production elements, this classification is somewhat speculative.

If you have any additional details or context about the song (such as its tone, instrumentation, or whether it's from a well-known artist or band), I could provide a more precise classification.",Indie
R&B,"After analyzing the lyrics, I would classify them as:

**Pop**

The reasons for this classification are:

* The lyrics have a romantic and sentimental tone, which is common in pop music.
* The language and structure used are simple and straightforward, typical of pop songwriting.
* The themes of love, longing, and devotion are classic pop topics.
* The chorus has a catchy, sing-along quality to it, which is characteristic of many pop songs.

Overall, the lyrics seem to fit the pop genre's emphasis on catchy melodies, simple harmonies, and relatable lyrics about relationships and emotions.",Pop
Electronic,"A fun challenge!

After analyzing the lyrics, I would classify them as ""Code"" or a cipher. The text appears to be written in a way that is similar to a coded language, where each sentence and phrase seems to be a jumbled collection of words.

The use of repetition, word order reversals, and intentional misspellings suggests that this is not a natural language, but rather a deliberate attempt to conceal meaning or message. The text may be encrypted or encoded using a specific algorithm or method.

I couldn't find any recognizable English words or phrases within the text, which further supports the idea that it's not a genuine lyrical passage from a song. If you can provide more context or information about where this came from, I might be able to help you identify what kind of code or encryption is being used here.",UNKNOWN
Metal,"Based on the lyrics provided, I would classify them as Metal.

The language and imagery used are typical of metal music, with themes of anger, violence, and darkness. The lyrics also contain references to hell, damnation, and the idea of a malevolent deity or figurehead (the ""Begotten son of wrath""), which is common in some subgenres of metal music, such as black metal.

Additionally, the style of the lyrics themselves, with their repetition of certain phrases and use of metaphorical language, is reminiscent of metal poetry. The overall tone and atmosphere of the lyrics also suggest a heavy, aggressive sound, which is consistent with the metal genre.",Metal
Country,"Based on the style and themes of the lyrics, I would classify this song as Pop/Rock or Adult Contemporary (AC) music. The lyrics express a sense of longing, hope, and vulnerability, which are common in pop/rock and AC music. The melody and structure also suggest a commercial, radio-friendly sound.

More specifically, I would say that this song is likely to be classified as:

* Genre: Pop/Rock
* Mood: Emotional, Heartfelt
* Style: Radio-Friendly, Commercial
* Influences: Classic pop/rock, Adult contemporary music

If you'd like to provide more lyrics or context, I can try to refine the classification further.",UNKNOWN
Folk,"Based on the lyrics, I would classify them as Folk.

The language and themes used in these lyrics are reminiscent of classic folk music from the Great Plains region of North America, particularly Canada. The mention of prairie lights, Chinook wind, and Rocky Mountain sunset suggests a connection to the natural environment of the Canadian West. The storytelling style and simple, poetic language also evoke the traditional folk music of the region.

The subject matter appears to be autobiographical, with the narrator expressing a desire to return to Alberta (a province in Canada) after being away for some time. There is also a sense of longing for loved ones, particularly a ""next of kin,"" which suggests a personal and emotional tone.

Overall, while these lyrics could fit into various genres, their folk influences and themes make them a strong fit for the classification.",Folk
Rock,"Based on the provided lyrics, I would classify them as:

 Label: Surf Rock/Classic Rock

These lyrics appear to be from the iconic 1963 song ""Surf City"" by Jan and Dean, which is often associated with the surf rock genre. The song's themes of surfing, California culture, and summertime adventures are classic elements of the surf rock genre, making it a fitting label for this set of lyrics.",Rock
Rock,"Based on the lyrics provided, it appears to be a song with a folk or country music theme. The style and tone of the lyrics suggest a laid-back, introspective vibe, which is consistent with many folk and country artists.

Specifically, I would classify this lyric as:

**Folk/Country**

The themes of introspection, freedom, and personal growth are common in folk and country music. The lyrical style also suggests a focus on storytelling and poetic imagery, which is typical of folk and country songwriting.",Country
Hip-Hop,"Based on the lyrics provided, I would classify this new lyric as Hip-Hop/Rap. The language, tone, and style of the lyrics suggest that it is from a rapper or hip-hop artist, with themes of wealth, materialism, and confident bravado. Specifically, the lyrics appear to be from Birdman's song ""Birdman"" (2005), which is a well-known track in his discography.",Hip-Hop
Rock,"Based on the lyrics, I would classify this new lyric as:

**Heavy Metal/Rock**

The language and themes used in the lyrics suggest a dark and intense musical genre. The references to ""Hell"", ""demons"", ""Ouija boards"", and ""devils"" are typical of heavy metal music, which often explores themes of darkness, rebellion, and supernaturalism. The lyrical style and tone also seem to be characteristic of modern heavy metal bands.

Additionally, the lyrics contain elements of angst, introspection, and self-awareness, which are common in many rock genres, including heavy metal, hard rock, and alternative rock.",Metal
Rock,"After analyzing the new lyrics, I would classify them as:

**Rock/Anthemic**

Reasons:

* The language and themes used are quite universal and relatable, which is common in rock music.
* The lyrics touch on feelings of being stuck or lost (""Standing out - out in the rain / Looking for - your way home""), which is a common theme in rock music.
* The imagery used is vivid and metaphorical (""Like a storm carries a seed - away - upon the wind""), which is reminiscent of poetic and anthemic lyrics often found in rock songs.
* The structure and rhythm of the lyrics seem to follow a verse-chorus pattern, which is typical of rock music.

Specifically, I would categorize this as a **Classic Rock** or **Soft Rock** song, with influences from folk-rock and indie-rock.",Folk
Rock,"Based on the lyrics provided, I would classify them as:

Label: Metal/Hardcore

Reasoning:

* The language used is aggressive and confrontational, with words like ""fucking"" and ""hatred"" being repeated throughout.
* The tone is angry and resentful, with a focus on criticizing society and feeling victimized by its systems.
* The lyrics touch on themes of rebellion and frustration, which are common in metal and hardcore genres.
* The structure and rhythm of the lyrics seem to follow a fast-paced, aggressive style often found in metal and hardcore music.

Specifically, the style of the lyrics seems to lean towards the more extreme ends of the metal spectrum, possibly leaning towards genres like:

* Death Metal
* Black Metal
* Grindcore

However, without more information about the specific song or artist, it's difficult to make a more precise classification.",Metal
Rock,"Based on the provided lyrics, I would classify them as:

Label: Hip-Hop/Rap",UNKNOWN
Rock,"Based on the lyrics provided, I would classify them under the genre of **Protest/Activist Rock** or **Epic Rock**, possibly with influences from other genres such as Progressive Rock and/or Alternative Rock.

The themes of fear, control, machines, and rebellion against oppression are common in protest and activist music. The imagery of ""three-legged machines that haunt my dreams"" and ""machines fueled by ugliness and greed"" suggests a dystopian or sci-fi theme, which is also reminiscent of epic rock. The lyrics' focus on finding refuge, waging war, and singing one's own way also suggests a strong sense of individualism and resistance, which is characteristic of many rock subgenres.

Overall, while the exact genre classification may be open to interpretation, I would place these lyrics in the category of Protest/Activist Rock or Epic Rock.",Other
Rock,"Based on the style and structure of the lyrics, I would classify them as:

**Pop**

The lyrics have a simple, catchy melody and a repetitive structure, which is characteristic of many pop songs. The language is also straightforward and easy to understand, with a focus on emotional expression and a relatable theme. The overall tone is upbeat and optimistic, with a sense of longing for love and connection.

If I had to narrow it down further, I would say that these lyrics are likely from a song by Taylor Swift, given the style and themes mentioned above.",Pop
Hip-Hop,"Based on the provided lyrics, it appears to be a song in the R&B or Pop genre. The style and content of the lyrics suggest a smooth, sensual, and emotive vibe that is typical of R&B and Pop music.

More specifically, I would classify this lyric as:

 Label: Pop/R&B

Additional notes:

* The use of catchy hooks (""When can I see you again"", ""Can't get enough"") and repetitive choruses suggests a song aimed at mass appeal.
* The lyrics' focus on desire, longing, and intimacy are common themes in R&B and Pop music.
* The melody and production style (not provided here) would likely feature a mix of electronic and organic elements, with a strong emphasis on vocal performance.

Please note that these classifications can be subjective, and the actual genre or label might vary depending on the context, such as the artist, album, or release date.",Electronic
Rock,"After analyzing the lyrics, I would classify them as:

**Rock**

The language, tone, and themes presented in these lyrics are characteristic of rock music. The lyrics contain:

* Dark and introspective themes, including feelings of isolation, hopelessness, and suicidal thoughts
* Imagery and metaphors that suggest a sense of desperation and despair (e.g., ""Sitting on the couch and watch TV"", ""Waiting for the bad news"")
* A focus on emotional pain and struggle, which is common in rock music

While the lyrics may also touch on elements of other genres, such as punk or alternative rock, their overall tone and themes suggest a strong connection to the rock genre.",Other
Rock,"Based on the lyrics provided, it's difficult to pinpoint an exact genre without more information. However, some characteristics of these lyrics suggest they might belong to:

* Indie Rock or Alternative Rock: The introspective nature, poetic language, and focus on personal struggles are common in indie rock/alternative music.
* Emo or Sadcore: The emotional intensity, self-deprecation, and focus on vulnerability are also reminiscent of emo and sadcore genres.

More specific classification would require a deeper analysis of the lyrics' themes, tone, and style. If you provide more context or details about the artist or album these lyrics belong to, I might be able to give a more precise genre classification.",Indie
Rock,"Based on the lyrics you provided, I would classify this song as Pop. The structure and style of the lyrics seem to fit with a typical pop song, with a focus on simple, relatable themes and a catchy melody. The lyrics also have a introspective, emotional tone that is common in pop music.

Some specific features that suggest this classification include:

* Simple, direct language and phrasing
* Focus on personal emotions and relationships
* Use of repetition and rhyme to create a sense of musicality
* A straightforward, narrative-like structure

Overall, the style and themes presented in these lyrics seem to be consistent with the pop genre.",Pop
Rock,"I would classify these new lyrics as R&B. The style, tone, and language used in the lyrics suggest a soulful and emotive genre, which is consistent with the R&B label. Specifically, they appear to be from the 1970s or 1980s, when R&B was at its peak, with influences from soul and blues.",R&B
Rock,"Based on the lyrics provided, I would classify them under the genre of:

**Dark Pop/Rock**

The themes and imagery in these lyrics suggest a darker, more introspective tone, which is characteristic of dark pop and rock music. The lyrics touch on feelings of disillusionment, frustration, and heartbreak, with a focus on the pain of being let down by someone you trusted. The language is also quite poetic and metaphorical, with imagery that evokes a sense of unease and discomfort.

Some specific features that support this classification include:

* The use of enjambment and caesura to create a sense of disjointedness and fragmentation
* The repetition of certain words and phrases (e.g. ""we"", ""you"", ""I"") to emphasize the speaker's isolation and disconnection
* The imagery of darkness, stone, and sand to convey a sense of desolation and emptiness
* The themes of disillusionment, frustration, and heartbreak that are common in dark pop and rock music

Overall, these lyrics have a strong focus on emotional intensity and personal struggle, which is consistent with the darker aspects of the pop and rock genres.",Pop
Hip-Hop,"After analyzing the new lyrics, I would classify them as:

**R&B/Hip-Hop**

The lyrics exhibit characteristics of R&B and hip-hop music, such as:

* A focus on themes of relationships, love, and women's empowerment
* Use of colloquial language and slang (e.g., ""naw for real man"")
* Emphasis on the artist's perspective as a ""other man"" or someone who is being pursued by another woman's ex-partner
* A mix of confident and vulnerable tone
* Simple, repetitive melody-style lyrics

Overall, the style and themes suggest that these lyrics are part of an R&B/hip-hop song.",Hip-Hop
Hip-Hop,"Based on the lyrics, I would classify this song as Hip-Hop/Rap. The language, tone, and style of the lyrics suggest a strong emphasis on lyrical complexity, wordplay, and technical skill, which are all characteristic of hip-hop/rap music.

More specifically, the lyrics appear to be from a fast-paced, energetic track with a focus on intricate rhyme schemes, complex wordplay, and vivid storytelling. The use of slang, colloquialisms, and regional references (e.g., ""Ciroc"", ""Tommy Hilfiger"") also suggests that the song is from an urban, hip-hop context.

Some possible sub-genre classifications for this song could be:

* Drill Rap: due to the emphasis on lyrical complexity, wordplay, and technical skill
* Mumble Rap: due to the use of rapid-fire delivery and abstract, impressionistic lyrics
* Conscious Hip-Hop: due to the themes of ambition, success, and self-confidence, which are common in conscious hip-hop.

However, it's worth noting that these classifications can be subjective and may vary depending on individual interpretations.",Hip-Hop
Pop,"Based on the provided lyrics, it's challenging to pinpoint an exact genre without more context or information about the artist and song. However, considering the style and themes presented in these lines:

* The poetic nature of the lyrics.
* The focus on personal experiences and emotions.
* The references to abstract concepts like ""the four winds"" and ""a rainbow.""
* The use of metaphors (""Your fire in the sun,"" ""You are my paradise"").

These elements suggest that the song could belong to various genres, including but not limited to:

1. **Soft Rock**: This genre often features acoustic instruments, heartfelt lyrics, and a focus on melody.
2. **Adult Contemporary (AC)**: This category of music is characterized by its radio-friendly style, easy listening qualities, and often explores personal themes.
3. **Pop-Rock or Adult Pop** for more contemporary styles that blend elements of rock with the accessibility of pop.

Without further context or specific examples of similar songs or artists, it's challenging to definitively classify these lyrics into a single genre label.",Pop
Country,"After analyzing the lyrics, I would classify them as:

**Country**

The style, tone, and language used in the lyrics are consistent with traditional country music. The themes of love, devotion, and rugged determination are classic country tropes, and the use of metaphorical expressions (e.g., ""I could swim Lake Erie with my hands tied behind me"") is a common feature of country songwriting.",Country
Rock,"I can classify this lyric as Pop.

The reason for this classification is that the lyrics have a playful, carefree tone and a focus on personal happiness and material possessions. The language used is simple and easy to understand, which is typical of pop music. The rhythm and meter of the lyrics also suggest a catchy, upbeat style that is common in pop music.

Additionally, the themes of finding joy in everyday life and creating a comfortable living space are classic pop tropes. The use of repetition, particularly in the repeated phrase ""Oh my [insert number] little cornershop,"" is also reminiscent of other pop songs that rely on simple, memorable hooks to convey their message.",Other
Electronic,"After analyzing the new lyrics, I would classify it as:

**Rock**

Here's why:

* The lyrical style and structure seem to match the conventions of rock music.
* The themes of searching for one's identity and moving forward in life are common in rock music.
* The language used is simple and straightforward, which is also characteristic of many rock songs.
* The focus on personal introspection and self-discovery also fits with the rock genre.

Specifically, I would say that this lyric is likely from a 1970s or 1980s-era rock band, given the nostalgic and introspective tone.",Rock
R&B,"Based on the lyrics provided, I would classify this song as a Rock or Adult Contemporary (AC) track. The themes of love, relationships, and moving on from past experiences are common in both genres.

Specifically, the lyrics seem to be from a classic rock-influenced song with a soulful, bluesy tone, reminiscent of artists like Eric Clapton or Led Zeppelin. The use of phrases like ""back door moves ain't no more"" and ""blind side of life"" suggests a more mature, introspective sound.

The lack of any explicit lyrics or references to contemporary themes (e.g., social justice, technology) further supports the classification as Rock/Adult Contemporary rather than Pop, R&B, Hip-Hop, or other genres.",Hip-Hop
Country,"Based on the lyrics provided, I would classify this song as Blues. The theme and style of the lyrics suggest a classic blues genre, with themes of heartache, longing, and lost love, which are all common in blues music. Additionally, the use of phrases such as ""I don't know why"" and ""these blues"", which are typical of blues idioms, further reinforce this classification.

More specifically, I would say that the song is a classic example of Delta blues, given the style and tone of the lyrics, which evoke a sense of raw emotion and storytelling that is characteristic of the genre. The song's themes and language also seem to be reminiscent of artists such as Robert Johnson or Son House, who were influential figures in the development of Delta blues.",UNKNOWN
Metal,"Based on the lyrics, I would classify them as:

**Metal/Hard Rock**

The language and imagery used in the lyrics suggest a dark and aggressive tone, which is typical of metal music. The themes of rebellion against societal norms, environmental degradation, and spiritual awakening also align with some subgenres of heavy metal.

Additionally, the lyrical style and structure seem to be influenced by bands like Black Sabbath, Iron Maiden, or more contemporary metal bands like Avenged Sevenfold or Bring Me the Horizon.",Metal
Other,"Based on the lyrics provided, it appears to be a Christian rock song. The themes of faith, hope, and love are common in this genre.

The language and style of the lyrics also suggest a more contemporary Christian music (CCM) sound, which is characterized by its use of anthemic choruses, emotive vocals, and inspirational lyrics.

To classify this lyric further, I would categorize it as:

* Genre: Christian Rock
* Subgenre: Contemporary Christian Music (CCM)
* Mood: Inspirational, Uplifting
* Style: Anthemic, Emotional

Please note that these classifications are subjective and may vary depending on personal interpretation.",Rock
Pop,"Based on the lyrics provided, I would classify them as Pop/R&B. The lyrics appear to be a romantic ballad with themes of love, relationships, and vulnerability. The style is reminiscent of 90s R&B/pop, particularly the sound of girl groups like Destiny's Child or TLC. The use of repetition, emotive language, and catchy hooks also suggest a pop-influenced sound.",Pop
Rock,"Based on the lyrics provided, I would classify this song as Gospel/Rock music. The themes of gratitude, praise, and spiritual reflection are common in gospel music, and the structure and language used in the lyrics suggest a strong Christian influence. Additionally, the title ""Sing Glory Now"" suggests a message of uplift and worship, which is consistent with the genre.",UNKNOWN
